model_short,level,gt_code,pred_code,count,gt_theme,pred_theme,cross_theme
claude,L2,CI IS ASSOCIATED WITH A WORKLOAD REDUCTION,CI IS ASSOCIATED WITH TECHNICAL CHALLENGES,1,DEVELOPMENT ACTIVITIES,SOFTWARE PROCESS,True
openai,L4,CI IS ASSOCIATED WITH A COMMIT PATTERN CHANGE,CI IS RELATED TO PRODUCTIVITY AND EFFICIENCY INCREASING,1,INTEGRATION PATTERNS,DEVELOPMENT ACTIVITIES,True
openai,L4,CI IS ASSOCIATED WITH A POSITIVE IMPACT ON INTEGRATION PRACTICE,CI IS RELATED TO POSITIVE IMPACTS ON RELEASE CYCLE,1,INTEGRATION PATTERNS,SOFTWARE PROCESS,True
openai,L1,CI IS ASSOCIATED WITH BUILD HEALTH,CI IS ASSOCIATED WITH DEFECTS REDUCTION,1,BUILD PATTERNS,ISSUES AND DEFECTS,True
deepseek,L5,CI IS ASSOCIATED WITH AN INCREASE IN COOPERATION,CI IS ASSOCIATED WITH SOFTWARE DEVELOPMENT BENEFITS,1,SOFTWARE PROCESS,SOFTWARE PROCESS,False
openai,L4,CI IS ASSOCIATED WITH AN INCREASE IN COOPERATION,CI IS ASSOCIATED WITH HUMAN CHALLENGES,1,SOFTWARE PROCESS,DEVELOPMENT ACTIVITIES,True
deepseek,L5,CI IS RELATED TO AN INCREASE QUALITY ASSESSMENT,CI IS RELATED TO POSITIVE IMPACTS ON TEST PRACTICE,1,QUALITY ASSURANCE,QUALITY ASSURANCE,False
claude,L4,CI IS ASSOCIATED WITH BUILD HEALTH,CI IS ASSOCIATED WITH A COMMIT PATTERN CHANGE,1,BUILD PATTERNS,INTEGRATION PATTERNS,True
openai,L4,CI IS RELATED TO PRODUCTIVITY AND EFFICIENCY INCREASING,__INVALID__,1,DEVELOPMENT ACTIVITIES,,True
claude,L4,CI IS ASSOCIATED WITH TO FAVOR CONTINUOUS REFACTORING,__INVALID__,1,QUALITY ASSURANCE,,True
openai,L5,CI IS ASSOCIATED WITH BUILD HEALTH,__INVALID__,1,BUILD PATTERNS,,True
claude,L1,CI IS ASSOCIATED WITH BUILD HEALTH,CI IS ASSOCIATED WITH A POSITIVE IMPACT ON INTEGRATION PRACTICE,1,BUILD PATTERNS,INTEGRATION PATTERNS,True
