kappa_type,task,level,run_id,model_a,model_b,kappa,n,interpretation,kappa_sd,n_pairs
intra_model_stability,code,L5,4_vs_8,claude,claude_run8,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L5,4_vs_9,claude,claude_run9,0.9907,113.0,Almost Perfect,,
intra_model_stability,code,L5,4_vs_10,claude,claude_run10,0.9907,113.0,Almost Perfect,,
intra_model_stability,code,L5,5_vs_6,claude,claude_run6,0.9907,113.0,Almost Perfect,,
intra_model_stability,code,L5,5_vs_7,claude,claude_run7,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L5,5_vs_8,claude,claude_run8,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L5,5_vs_9,claude,claude_run9,0.9907,113.0,Almost Perfect,,
intra_model_stability,code,L5,5_vs_10,claude,claude_run10,0.9907,113.0,Almost Perfect,,
intra_model_stability,code,L5,6_vs_7,claude,claude_run7,0.9907,113.0,Almost Perfect,,
intra_model_stability,code,L5,6_vs_8,claude,claude_run8,0.9907,113.0,Almost Perfect,,
intra_model_stability,code,L5,6_vs_9,claude,claude_run9,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L5,6_vs_10,claude,claude_run10,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L5,7_vs_8,claude,claude_run8,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L5,7_vs_9,claude,claude_run9,0.9907,113.0,Almost Perfect,,
intra_model_stability,code,L5,7_vs_10,claude,claude_run10,0.9907,113.0,Almost Perfect,,
intra_model_stability,code,L5,8_vs_9,claude,claude_run9,0.9907,113.0,Almost Perfect,,
intra_model_stability,code,L5,8_vs_10,claude,claude_run10,0.9907,113.0,Almost Perfect,,
intra_model_stability,code,L5,9_vs_10,claude,claude_run10,1.0,113.0,Almost Perfect,,
intra_model_stability_mean,code,L5,mean_of_45_pairs,claude,claude_all_pairs,0.9948,,Almost Perfect,0.0046,45.0
intra_model_stability,theme,L5,1_vs_2,claude,claude_run2,0.9888,113.0,Almost Perfect,,
intra_model_stability,theme,L5,1_vs_3,claude,claude_run3,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L5,1_vs_4,claude,claude_run4,0.9888,113.0,Almost Perfect,,
intra_model_stability,theme,L5,1_vs_5,claude,claude_run5,0.9888,113.0,Almost Perfect,,
intra_model_stability,theme,L5,1_vs_6,claude,claude_run6,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L5,1_vs_7,claude,claude_run7,0.9888,113.0,Almost Perfect,,
intra_model_stability,theme,L5,1_vs_8,claude,claude_run8,0.9888,113.0,Almost Perfect,,
intra_model_stability,theme,L5,1_vs_9,claude,claude_run9,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L5,1_vs_10,claude,claude_run10,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L5,2_vs_3,claude,claude_run3,0.9888,113.0,Almost Perfect,,
intra_model_stability,theme,L5,2_vs_4,claude,claude_run4,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L5,2_vs_5,claude,claude_run5,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L5,2_vs_6,claude,claude_run6,0.9888,113.0,Almost Perfect,,
intra_model_stability,theme,L5,2_vs_7,claude,claude_run7,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L5,2_vs_8,claude,claude_run8,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L5,2_vs_9,claude,claude_run9,0.9888,113.0,Almost Perfect,,
intra_model_stability,theme,L5,2_vs_10,claude,claude_run10,0.9888,113.0,Almost Perfect,,
intra_model_stability,theme,L5,3_vs_4,claude,claude_run4,0.9888,113.0,Almost Perfect,,
intra_model_stability,theme,L5,3_vs_5,claude,claude_run5,0.9888,113.0,Almost Perfect,,
intra_model_stability,theme,L5,3_vs_6,claude,claude_run6,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L5,3_vs_7,claude,claude_run7,0.9888,113.0,Almost Perfect,,
intra_model_stability,theme,L5,3_vs_8,claude,claude_run8,0.9888,113.0,Almost Perfect,,
intra_model_stability,theme,L5,3_vs_9,claude,claude_run9,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L5,3_vs_10,claude,claude_run10,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L5,4_vs_5,claude,claude_run5,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L5,4_vs_6,claude,claude_run6,0.9888,113.0,Almost Perfect,,
intra_model_stability,theme,L5,4_vs_7,claude,claude_run7,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L5,4_vs_8,claude,claude_run8,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L5,4_vs_9,claude,claude_run9,0.9888,113.0,Almost Perfect,,
intra_model_stability,theme,L5,4_vs_10,claude,claude_run10,0.9888,113.0,Almost Perfect,,
intra_model_stability,theme,L5,5_vs_6,claude,claude_run6,0.9888,113.0,Almost Perfect,,
intra_model_stability,theme,L5,5_vs_7,claude,claude_run7,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L5,5_vs_8,claude,claude_run8,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L5,5_vs_9,claude,claude_run9,0.9888,113.0,Almost Perfect,,
intra_model_stability,theme,L5,5_vs_10,claude,claude_run10,0.9888,113.0,Almost Perfect,,
intra_model_stability,theme,L5,6_vs_7,claude,claude_run7,0.9888,113.0,Almost Perfect,,
intra_model_stability,theme,L5,6_vs_8,claude,claude_run8,0.9888,113.0,Almost Perfect,,
intra_model_stability,theme,L5,6_vs_9,claude,claude_run9,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L5,6_vs_10,claude,claude_run10,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L5,7_vs_8,claude,claude_run8,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L5,7_vs_9,claude,claude_run9,0.9888,113.0,Almost Perfect,,
intra_model_stability,theme,L5,7_vs_10,claude,claude_run10,0.9888,113.0,Almost Perfect,,
intra_model_stability,theme,L5,8_vs_9,claude,claude_run9,0.9888,113.0,Almost Perfect,,
intra_model_stability,theme,L5,8_vs_10,claude,claude_run10,0.9888,113.0,Almost Perfect,,
intra_model_stability,theme,L5,9_vs_10,claude,claude_run10,1.0,113.0,Almost Perfect,,
intra_model_stability_mean,theme,L5,mean_of_45_pairs,claude,claude_all_pairs,0.9938,,Almost Perfect,0.0055,45.0
intra_model_stability,code,L1,1_vs_2,deepseek,deepseek_run2,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L1,1_vs_3,deepseek,deepseek_run3,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L1,1_vs_4,deepseek,deepseek_run4,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L1,1_vs_5,deepseek,deepseek_run5,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L1,1_vs_6,deepseek,deepseek_run6,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L1,1_vs_7,deepseek,deepseek_run7,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L1,1_vs_8,deepseek,deepseek_run8,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L1,1_vs_9,deepseek,deepseek_run9,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L1,1_vs_10,deepseek,deepseek_run10,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L1,2_vs_3,deepseek,deepseek_run3,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L1,2_vs_4,deepseek,deepseek_run4,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L1,2_vs_5,deepseek,deepseek_run5,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L1,2_vs_6,deepseek,deepseek_run6,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L1,2_vs_7,deepseek,deepseek_run7,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L1,2_vs_8,deepseek,deepseek_run8,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L1,2_vs_9,deepseek,deepseek_run9,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L1,2_vs_10,deepseek,deepseek_run10,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L1,3_vs_4,deepseek,deepseek_run4,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L1,3_vs_5,deepseek,deepseek_run5,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L1,3_vs_6,deepseek,deepseek_run6,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L1,3_vs_7,deepseek,deepseek_run7,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L1,3_vs_8,deepseek,deepseek_run8,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L1,3_vs_9,deepseek,deepseek_run9,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L1,3_vs_10,deepseek,deepseek_run10,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L1,4_vs_5,deepseek,deepseek_run5,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L1,4_vs_6,deepseek,deepseek_run6,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L1,4_vs_7,deepseek,deepseek_run7,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L1,4_vs_8,deepseek,deepseek_run8,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L1,4_vs_9,deepseek,deepseek_run9,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L1,4_vs_10,deepseek,deepseek_run10,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L1,5_vs_6,deepseek,deepseek_run6,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L1,5_vs_7,deepseek,deepseek_run7,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L1,5_vs_8,deepseek,deepseek_run8,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L1,5_vs_9,deepseek,deepseek_run9,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L1,5_vs_10,deepseek,deepseek_run10,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L1,6_vs_7,deepseek,deepseek_run7,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L1,6_vs_8,deepseek,deepseek_run8,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L1,6_vs_9,deepseek,deepseek_run9,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L1,6_vs_10,deepseek,deepseek_run10,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L1,7_vs_8,deepseek,deepseek_run8,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L1,7_vs_9,deepseek,deepseek_run9,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L1,7_vs_10,deepseek,deepseek_run10,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L1,8_vs_9,deepseek,deepseek_run9,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L1,8_vs_10,deepseek,deepseek_run10,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L1,9_vs_10,deepseek,deepseek_run10,1.0,113.0,Almost Perfect,,
intra_model_stability_mean,code,L1,mean_of_45_pairs,deepseek,deepseek_all_pairs,1.0,,Almost Perfect,0.0,45.0
intra_model_stability,theme,L1,1_vs_2,deepseek,deepseek_run2,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L1,1_vs_3,deepseek,deepseek_run3,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L1,1_vs_4,deepseek,deepseek_run4,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L1,1_vs_5,deepseek,deepseek_run5,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L1,1_vs_6,deepseek,deepseek_run6,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L1,1_vs_7,deepseek,deepseek_run7,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L1,1_vs_8,deepseek,deepseek_run8,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L1,1_vs_9,deepseek,deepseek_run9,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L1,1_vs_10,deepseek,deepseek_run10,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L1,2_vs_3,deepseek,deepseek_run3,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L1,2_vs_4,deepseek,deepseek_run4,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L1,2_vs_5,deepseek,deepseek_run5,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L1,2_vs_6,deepseek,deepseek_run6,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L1,2_vs_7,deepseek,deepseek_run7,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L1,2_vs_8,deepseek,deepseek_run8,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L1,2_vs_9,deepseek,deepseek_run9,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L1,2_vs_10,deepseek,deepseek_run10,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L1,3_vs_4,deepseek,deepseek_run4,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L1,3_vs_5,deepseek,deepseek_run5,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L1,3_vs_6,deepseek,deepseek_run6,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L1,3_vs_7,deepseek,deepseek_run7,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L1,3_vs_8,deepseek,deepseek_run8,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L1,3_vs_9,deepseek,deepseek_run9,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L1,3_vs_10,deepseek,deepseek_run10,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L1,4_vs_5,deepseek,deepseek_run5,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L1,4_vs_6,deepseek,deepseek_run6,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L1,4_vs_7,deepseek,deepseek_run7,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L1,4_vs_8,deepseek,deepseek_run8,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L1,4_vs_9,deepseek,deepseek_run9,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L1,4_vs_10,deepseek,deepseek_run10,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L1,5_vs_6,deepseek,deepseek_run6,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L1,5_vs_7,deepseek,deepseek_run7,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L1,5_vs_8,deepseek,deepseek_run8,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L1,5_vs_9,deepseek,deepseek_run9,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L1,5_vs_10,deepseek,deepseek_run10,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L1,6_vs_7,deepseek,deepseek_run7,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L1,6_vs_8,deepseek,deepseek_run8,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L1,6_vs_9,deepseek,deepseek_run9,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L1,6_vs_10,deepseek,deepseek_run10,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L1,7_vs_8,deepseek,deepseek_run8,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L1,7_vs_9,deepseek,deepseek_run9,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L1,7_vs_10,deepseek,deepseek_run10,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L1,8_vs_9,deepseek,deepseek_run9,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L1,8_vs_10,deepseek,deepseek_run10,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L1,9_vs_10,deepseek,deepseek_run10,1.0,113.0,Almost Perfect,,
intra_model_stability_mean,theme,L1,mean_of_45_pairs,deepseek,deepseek_all_pairs,1.0,,Almost Perfect,0.0,45.0
intra_model_stability,code,L2,1_vs_2,deepseek,deepseek_run2,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L2,1_vs_3,deepseek,deepseek_run3,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L2,1_vs_4,deepseek,deepseek_run4,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L2,1_vs_5,deepseek,deepseek_run5,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L2,1_vs_6,deepseek,deepseek_run6,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L2,1_vs_7,deepseek,deepseek_run7,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L2,1_vs_8,deepseek,deepseek_run8,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L2,1_vs_9,deepseek,deepseek_run9,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L2,1_vs_10,deepseek,deepseek_run10,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L2,2_vs_3,deepseek,deepseek_run3,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L2,2_vs_4,deepseek,deepseek_run4,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L2,2_vs_5,deepseek,deepseek_run5,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L2,2_vs_6,deepseek,deepseek_run6,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L2,2_vs_7,deepseek,deepseek_run7,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L2,2_vs_8,deepseek,deepseek_run8,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L2,2_vs_9,deepseek,deepseek_run9,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L2,2_vs_10,deepseek,deepseek_run10,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L2,3_vs_4,deepseek,deepseek_run4,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L2,3_vs_5,deepseek,deepseek_run5,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L2,3_vs_6,deepseek,deepseek_run6,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L2,3_vs_7,deepseek,deepseek_run7,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L2,3_vs_8,deepseek,deepseek_run8,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L2,3_vs_9,deepseek,deepseek_run9,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L2,3_vs_10,deepseek,deepseek_run10,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L2,4_vs_5,deepseek,deepseek_run5,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L2,4_vs_6,deepseek,deepseek_run6,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L2,4_vs_7,deepseek,deepseek_run7,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L2,4_vs_8,deepseek,deepseek_run8,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L2,4_vs_9,deepseek,deepseek_run9,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L2,4_vs_10,deepseek,deepseek_run10,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L2,5_vs_6,deepseek,deepseek_run6,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L2,5_vs_7,deepseek,deepseek_run7,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L2,5_vs_8,deepseek,deepseek_run8,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L2,5_vs_9,deepseek,deepseek_run9,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L2,5_vs_10,deepseek,deepseek_run10,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L2,6_vs_7,deepseek,deepseek_run7,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L2,6_vs_8,deepseek,deepseek_run8,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L2,6_vs_9,deepseek,deepseek_run9,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L2,6_vs_10,deepseek,deepseek_run10,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L2,7_vs_8,deepseek,deepseek_run8,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L2,7_vs_9,deepseek,deepseek_run9,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L2,7_vs_10,deepseek,deepseek_run10,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L2,8_vs_9,deepseek,deepseek_run9,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L2,8_vs_10,deepseek,deepseek_run10,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L2,9_vs_10,deepseek,deepseek_run10,1.0,113.0,Almost Perfect,,
intra_model_stability_mean,code,L2,mean_of_45_pairs,deepseek,deepseek_all_pairs,1.0,,Almost Perfect,0.0,45.0
intra_model_stability,theme,L2,1_vs_2,deepseek,deepseek_run2,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L2,1_vs_3,deepseek,deepseek_run3,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L2,1_vs_4,deepseek,deepseek_run4,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L2,1_vs_5,deepseek,deepseek_run5,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L2,1_vs_6,deepseek,deepseek_run6,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L2,1_vs_7,deepseek,deepseek_run7,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L2,1_vs_8,deepseek,deepseek_run8,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L2,1_vs_9,deepseek,deepseek_run9,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L2,1_vs_10,deepseek,deepseek_run10,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L2,2_vs_3,deepseek,deepseek_run3,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L2,2_vs_4,deepseek,deepseek_run4,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L2,2_vs_5,deepseek,deepseek_run5,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L2,2_vs_6,deepseek,deepseek_run6,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L2,2_vs_7,deepseek,deepseek_run7,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L2,2_vs_8,deepseek,deepseek_run8,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L2,2_vs_9,deepseek,deepseek_run9,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L2,2_vs_10,deepseek,deepseek_run10,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L2,3_vs_4,deepseek,deepseek_run4,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L2,3_vs_5,deepseek,deepseek_run5,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L2,3_vs_6,deepseek,deepseek_run6,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L2,3_vs_7,deepseek,deepseek_run7,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L2,3_vs_8,deepseek,deepseek_run8,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L2,3_vs_9,deepseek,deepseek_run9,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L2,3_vs_10,deepseek,deepseek_run10,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L2,4_vs_5,deepseek,deepseek_run5,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L2,4_vs_6,deepseek,deepseek_run6,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L2,4_vs_7,deepseek,deepseek_run7,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L2,4_vs_8,deepseek,deepseek_run8,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L2,4_vs_9,deepseek,deepseek_run9,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L2,4_vs_10,deepseek,deepseek_run10,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L2,5_vs_6,deepseek,deepseek_run6,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L2,5_vs_7,deepseek,deepseek_run7,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L2,5_vs_8,deepseek,deepseek_run8,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L2,5_vs_9,deepseek,deepseek_run9,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L2,5_vs_10,deepseek,deepseek_run10,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L2,6_vs_7,deepseek,deepseek_run7,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L2,6_vs_8,deepseek,deepseek_run8,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L2,6_vs_9,deepseek,deepseek_run9,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L2,6_vs_10,deepseek,deepseek_run10,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L2,7_vs_8,deepseek,deepseek_run8,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L2,7_vs_9,deepseek,deepseek_run9,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L2,7_vs_10,deepseek,deepseek_run10,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L2,8_vs_9,deepseek,deepseek_run9,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L2,8_vs_10,deepseek,deepseek_run10,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L2,9_vs_10,deepseek,deepseek_run10,1.0,113.0,Almost Perfect,,
intra_model_stability_mean,theme,L2,mean_of_45_pairs,deepseek,deepseek_all_pairs,1.0,,Almost Perfect,0.0,45.0
intra_model_stability,code,L3,1_vs_2,deepseek,deepseek_run2,0.9907,113.0,Almost Perfect,,
intra_model_stability,code,L3,1_vs_3,deepseek,deepseek_run3,0.9907,113.0,Almost Perfect,,
intra_model_stability,code,L3,1_vs_4,deepseek,deepseek_run4,0.9907,113.0,Almost Perfect,,
intra_model_stability,code,L3,1_vs_5,deepseek,deepseek_run5,0.9907,113.0,Almost Perfect,,
intra_model_stability,code,L3,1_vs_6,deepseek,deepseek_run6,0.9907,113.0,Almost Perfect,,
intra_model_stability,code,L3,1_vs_7,deepseek,deepseek_run7,0.9813,113.0,Almost Perfect,,
intra_model_stability,code,L3,1_vs_8,deepseek,deepseek_run8,0.9907,113.0,Almost Perfect,,
intra_model_stability,code,L3,1_vs_9,deepseek,deepseek_run9,0.9907,113.0,Almost Perfect,,
intra_model_stability,code,L3,1_vs_10,deepseek,deepseek_run10,0.9907,113.0,Almost Perfect,,
intra_model_stability,code,L3,2_vs_3,deepseek,deepseek_run3,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L3,2_vs_4,deepseek,deepseek_run4,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L3,2_vs_5,deepseek,deepseek_run5,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L3,2_vs_6,deepseek,deepseek_run6,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L3,2_vs_7,deepseek,deepseek_run7,0.9907,113.0,Almost Perfect,,
intra_model_stability,code,L3,2_vs_8,deepseek,deepseek_run8,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L3,2_vs_9,deepseek,deepseek_run9,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L3,2_vs_10,deepseek,deepseek_run10,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L3,3_vs_4,deepseek,deepseek_run4,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L3,3_vs_5,deepseek,deepseek_run5,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L3,3_vs_6,deepseek,deepseek_run6,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L3,3_vs_7,deepseek,deepseek_run7,0.9907,113.0,Almost Perfect,,
intra_model_stability,code,L3,3_vs_8,deepseek,deepseek_run8,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L3,3_vs_9,deepseek,deepseek_run9,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L3,3_vs_10,deepseek,deepseek_run10,1.0,113.0,Almost Perfect,,
